10-a.wav,"tu recebeu um pouco de dano na carroceria"
11-a.wav,"estamos vendo um pouco de dano aerodinâmico"
12-a.wav,"parece que tu teve alguns danos menores na carroceria"
1_op_prefix_ok-a.wav,"tu pegou alguns danos aerodinâmicos menores"
2_op_prefix_ok-a.wav,"tu recebeu um pouco de dano aerodinâmico"
3_op_prefix_ok-a.wav,"tu teve um pouco de dano na carroceria lá"
6-a.wav,"tu tem um pouco de dano na carroceria aí"
7-a.wav,"algum dano aerodinâmico menor"
8-a.wav,"estamos vendo alguns danos menores no aerodinâmico"
9-a.wav,"estamos vendo um pouco de dano na carroceria lá"
